County,Establishment Name,Establishment Address,Establishment City,Establishment State,Establishment Zip Code,Telephone Number,Application Approval Code,Date Licensed
133,QUALITY INN,102 DRAKE STREET,CHARLESTON,MO,63834,(573)683-4200,AP,12/14/2018
169,BUDGET INN,127 FINA DRIVE,ST ROBERT,MO,65584,(573)336-5212,AP,01/14/2019
105,MANOR HOUSE LLC DBA THE MANOR HOUSE INN,505 E ELM,LEBANON,MO,65536,417-718-7280,AP,09/05/18
73,OWENSVILLE MOTOR INN,1302 W HWY 28,OWENSVILLE,MO,65066,(573)437-2161,AP,01/14/2019
153,RIVER OF LIFE FARM,1746 RIVER OF LIFE DR.,DORA,MO,65637,417-261-7777,AP,01/28/2019
521,COURTYARD BY MARRIOTT KANSAS CITY AIRPORT,7901 NW TIFFANY SPGS PKWY,KANSAS CITY,MO,64153,(816)891-7500,AP,09/27/2018
521,DRURY INN & SUITES KANSAS CITY AIRPORT,7900 NW TIFFANY SPGS PKWY,KANSAS CITY,MO,64153,(816)880-9700,AP,09/18/2018
213,ROCK VIEW RESORT,1049 PARKVIEW DR,HOLLISTER,MO,65672,(417)334-4678,AP,12/06/18
209,LAKEVIEW INN,10930 STATE HWY 76,BRANSON WEST,MO,65737,(417)272-8195,AP,12/14/2018
521,MOTEL 6 WORLDS OF FUN,3636 NE RANDOLPH RD,KANSAS CITY,MO,64161,(816) 452-8585,AP,09/07/18
11,SUPER 8 LAMAR,45 SE 1ST LANE,LAMAR,MO,64759,417-682-6888,AP,01/22/2019
209,ARTILLA COVE RESORT,1123 JAKES CREEK TRAIL,BRANSON,MO,65616,(417)338-2346,AP,01/22/2019
159,MOTEL 6,3402 WEST BROADWAY AVE,SEDALIA,MO,65301,660-827-5890,AP,01/22/2019
183,RAMADA HOTEL,900 CORPORATE PARKWAY,WENTZVILLE,MO,63385,(636) 327-7001,AP,01/03/19
521,HOLIDAY INN EXPRESS HOTEL & SUITES KCI,9550 NW POLO DR,KANSAS CITY,MO,64153,816-923-4100,AP,09/21/2018
157,HOLIDAY INN EXPRESS AND SUITES,2020 JEFFERSON ST.,PERRYVILLE,MO,63775,,AP,12/06/18
29,KAPILANA RESORT,793 WINN ROAD,OSAGE BEACH,MO,65065,573-348-2151,AP,01/07/19
77,CAMPUS INN,2610 N GLENSTONE,SPRINGFIELD,MO,65803,(417)866-6671,AP,12/18/2018
521,HAMPTON INN,8551 N CHURCH RD,KANSAS CITY,MO,64158,816-415-9600,AP,10/02/18
521,QUALITY INN & SUITES,1051 N CAMBRIDGE AVE,KANSAS CITY,MO,64120,816-483-7900,AP,11/16/2018
189,DRURY INN & SUITES,11980 OLIVE BLVD,CREVE COEUR,MO,63141,(314) 989-1100,AP,01/25/2019
165,RAMADA INN,2512 NW PRAIRIE VIEW RD,PLATTE CITY,MO,64079,816-858-0200,AP,12/27/2018
521,KANSAS CITY MARRIOTT COUNTRY CLUB PLAZA,4445 MAIN STREET,KANSAS CITY,MO,64111,(816)531-3000,AP,09/19/2018
521,HOME TOWNE KC WORLDS OF FUN,4301 N CORRINGTON,KANSAS CITY,MO,64117,816-413-0060,AP,01/18/2019
19,HAMPTON INN,3410 CLARK LN,COLUMBIA,MO,65202,573-886-9392,AP,01/28/2019
521,RESIDENCE INN,4601 BROADWAY,KANSAS CITY,MO,64112,816-753-0033,AP,10/01/18
77,DAYS INN & SUITES,3114 N. KENTWOOD,SPRINGFIELD,MO,65803,417-833-4292,AP,12/04/18
213,AMERICAN EAGLE INN AND SUITES,3221 SHEPHERD HLS EX,BRANSON,MO,65616,(417)336-2666,AP,11/05/18
29,INN OF THE GRAND GLAIZE,5142 OSAGE BEACH PARKWAY,OSAGE BEACH,MO,65065,800-348-4731,AP,01/03/19
94,HOMETOWNE STUDIOS-KC-INDEPENDENCE,14800 E 42ND ST S,INDEPENDENCE,MO,64055,816-350-2151,AP,01/18/2019
189,IN TOWN SUITES,9067 DUNN RD,HAZELWOOD,MO,63042,770-799-5168,AP,
521,SHERATON KANSAS CITY HOTEL AT CROWN CENTER,2345 MCGEE STREET,KANSAS CITY,MO,64109,816-841-1000,AP,09/21/2018
77,HOLIDAY INN EXPRESS HOTEL & SUITES,1117 E. ST. LOUIS ST,SPRINGFIELD,MO,65806,417-862-0070,AP,12/06/18
521,FAIRFIELD INN UNION HILL,3001 MAIN STREET,KANSAS CITY,MO,64108,(816) 931-5700,AP,01/22/2019
98,HOLIDAY INN JOPLIN,3402 ARIZONA AVE,JOPLIN,MO,64804,417-624-9000,AP,01/28/2019
63,ECONO LODGE,220 E GRAND,CAMERON,MO,64429,816-632-6571,AP,12/27/2018
169,SUPER 8 MOTEL,107 MCKINNON ST,ST ROBERT,MO,65584,573-451-2888,AP,01/11/19
521,HOME 2 SUITES,9500 POLO DRIVE,KANSAS CITY,MO,64108,,AP,09/21/2018
94,INDEPENDENCE RESIDENCE INN,3700 ARROWHEAD AVE,INDEPENDENCE,MO,64057,(816) 795-6466,AP,09/19/2018
99,LA QUINTA INN AND SUITES,1001 VETERANS BLVD.,FESTUS,MO,63528,636-638-1800,AP,12/31/2018
75,COUNTRYSIDE INN,1205 W. HWY 136,ALBANY,MO,64402,660-726-5633,AP,01/28/2019
521,HOLIDAY INN COUNTY CLUB PLAZA,1 EAST 45TH ST,KANSAS CITY,MO,64111,(816)753-7400,AP,12/06/18
189,COMFORT INN & SUITES,7133 DOUGLAS PALMER PLACE,HAZELWOOD,MO,63042,(314)803-5310,AP,12/10/18
521,WORLDS OF FUN VILLAGE,4545 WORLDS OF FUN AVENUE,KANSAS CITY,MO,64161,816-303-5001,AP,09/13/2018
29,VAL-E-VUE RESORT,1629 RESORTS ROAD,CAMDENTON,MO,65020,573-873-5068,AP,12/04/18
29,RIPPLING WATERS RESORT,23 RIPPLING WATER DR,CAMDENTON,MO,65020,573-346-2642,AP,12/10/18
521,INTERCONTINENTAL HOTEL,401 WARD PARKWAY,KANSAS CITY,MO,64112,(816)756-1500,AP,09/13/2018
521,COMFORT INN AND SUITES,7300 N.E. PARVIN ROAD,KANSAS CITY,MO,64117,816-454-3500,AP,01/14/2019
189,SPRING HILL SUITES CHESTERFIELD,1065 CHESTERFIELD PKWY EAST,CHESTERFIELD,MO,63017,(636) 519-7500,AP,01/03/19
47,SLEEP INN & SUITES OF LIBERTY,1840 N CHURCH RD,LIBERTY,MO,64068,816-335-4402,AP,12/04/18
127,AMERICA'S BEST VALUE INN,3 GATEWAY SQUARE,MONROE CITY,MO,63456,573-735-6111,AP,12/06/18
521,BLUE BIRD MOTEL,8920 E 40 HWY,KANSAS CITY,MO,64129,(816)252-5488,AP,09/12/18
35,BIG SPRINGS ROAD MOTEL,HCR 1 BOX 48,VAN BUREN,MO,63965,573-323-8128,AP,01/11/19
107,HOTEL LEXIHILL,1078 N OUTER RD,LEXINGTON,MO,64067,660-259-4015,AP,01/03/19
94,BUDGET MOTOR INN,9900 E US 40 HWY,INDEPENDENCE,MO,64055,(816)737-1922,AP,09/28/2018
521,EMBASSY SUITES HOTEL KCI,7640 NW TIFFANY SPRG PKWY,KANSAS CITY,MO,64153,(816)891-7788,AP,10/09/18
94,WOODSTOCK INN BED AND BREAKFAST,1212 W. LEXINGTON AVE,INDEPENDENCE,MO,64050,816-886-5656,AP,10/01/18
29,DEEPWATER INN,11608 N. HWY 5,SUNRISE BEACH,MO,65079,573-374-7228,AP,01/14/2019
169,HAWTHORN SUITES ST. ROBERT,239 ST ROBERT BLVD,ST ROBERT,MO,65584,573-336-3068,AP,01/07/19
189,HOMEWOOD SUITES BY HILTON ST LOUIS WESTPORT,2434 OLD DORSETT ROAD,MARYLAND HEIGHTS,MO,63043,314-733-9800,AP,12/14/2018
94,INN OF OPHELIA'S (THE),201 N MAIN,INDEPENDENCE,MO,64050,(816)461-4525,AP,09/27/2018
521,HAMPTON INN,11212 N NEWARK CIRCLE,KANSAS CITY,MO,64153,(816)464-5454,AP,12/14/2018
94,WINGATE KANSAS CITY INDEPENDENCE,18700 E 37TH TERRACE,INDEPENDENCE,MO,64057,816-795-1616,AP,10/18/2018
521,21 C MUSEUM HOTEL KANSAS CITY,219 WEST 9TH STREET,KANSAS CITY,MO,64106,816-443-4200,AP,09/07/18
521,SURESTAY PLUS HOTEL,11828 NW PLAZA CIRCLE,KANSAS CITY,MO,64153,(816)464-2423,AP,10/25/2018
510,HOTEL ST LOUIS,705 OLIVE STREET,ST LOUIS,MO,63101,314-241-4300,AP,12/28/2018
521,ECONO LODGE,11300 NW PRAIRIE VIEW ROAD,KANSAS CITY,MO,64153,(816)464-5082,AP,12/14/2018
73,HERMANN HOUSE INN,207 SCHILLER STREET,HERMANN,MO,65041,573-486-2025,AP,12/14/2018
521,CROSSROADS HOTEL,2101 CENTRAL,KANSAS CITY,MO,64112,312-275-1080,AP,09/28/2018
225,DICKEY HOUSE B & B LTD (THE),331 S CLAY ST,MARSHFIELD,MO,65706,(417) 468-3000,AP,12/14/2018
213,WALNUT LANE MOTEL,1001 W MAIN ST,BRANSON,MO,65616,(417) 334-3961,AP,12/19/2018
521,HOMEWOOD SUITES HOTEL,7312 NW POLO DR,KANSAS CITY,MO,64153,816-880-9880,AP,12/10/18
94,HOLIDAY INN EXPRESS & SUITES,19901 E VALLEY VIEW PKWY,INDEPENDENCE,MO,64055,816-795-8889,AP,10/09/18
94,GREAT WESTERN MOTEL,15912 E 24 HWY,INDEPENDENCE,MO,64050,(816)833-0880,AP,01/25/2019
101,HOLIDAY INN EXPRESS,626 E RUSSELL AVE,WARRENSBURG,MO,64093,(660)747-3000,AP,01/14/2019
521,WINGATE KANSAS CITY NORTH NEAR WORLDS OF FUN,4231 N. CORRINGTON AVE,KANSAS CITY,MO,64117,(816) 452-6212,AP,10/01/18
94,COMFORT SUITES,19751 E. VALLEY VIEW PKWY,INDEPENDENCE,MO,64057,816-373-9880,AP,10/18/2018
94,DELUXE INN,10301 E 40 HIGHWAY,INDEPENDENCE,MO,64055,(816)313-1200,AP,09/28/2018
147,HOLIDAY INN EXPRESS,2929 SOUTH MAIN,MARYVILLE,MO,64468,660-562-9949,AP,01/11/19
183,EMBASSY SUITES,2 CONVENTION CENTER PLAZA,ST CHARLES,MO,63303,636-946-5544,AP,01/28/2019
213,KINGS QUARTERS,226 EXPRESSWAY LANE,BRANSON,MO,65616,(417)334-5464,AP,12/31/2018
94,"HAWTHORN, A BED & BREAKFAST",1 HAWTHORN PLACE,INDEPENDENCE,MO,64052,816-252-2607,AP,09/10/18
521,AMERICA'S BEST VALUE INN & SUITES,3240 BROADWAY,KANSAS CITY,MO,64111,816-531-9250,AP,09/07/18
221,TIMBER CREEK RESORT,4800 US HWY 67,DESOTO,MO,63020,636-586-7448,AP,01/11/19
117,SUPER 8 MOTEL,580 OLD HWY 36 EAST,CHILLICOTHE,MO,64601,(660)646-7888,AP,01/03/19
29,RED OAK RESORTS,524 RECREATION ROW,CAMDENTON,MO,65020,573-873-9400,AP,01/22/2019
521,HOTEL INDIGO,101 W 11TH STREET,KANSAS CITY,MO,64105,816-283-8000,AP,09/27/2018
521,FOUR POINTS BY SHERATON KANSAS CITY AIRPORT,11832 NW PLAZA CIRCLE DRIVE,KANSAS CITY,MO,64153,(816)464-2345,AP,09/14/2018
521,EXTENDED STAY AMERICA 9672,4535 MAIN ST,KANSAS CITY,MO,64111,(816) 531-2212,AP,09/19/2018
23,FAIRFIELD INN,3109 OAK GROVE RD,POPLAR BLUFF,MO,63901,573-760-0850,AP,11/02/18
521,AMBASSADOR HOTEL,1111 GRAND BLVD,KANSAS CITY,MO,64106,816-298-7700,AP,09/28/2018
29,TOWN & COUNTRY MOTEL,5451 OSAGE BEACH PARKWAY,OSAGE BEACH,MO,65065,573-348-5677,AP,01/14/2019
99,JEFFERSON SQUARE INN,46 JEFFERSON SQUARE SHOPPING CTR,DE SOTO,MO,63020,636-586-8700,AP,01/28/2019
521,FAIRFIELD INN KCI,11820 NW PLAZA CIRCLE,KANSAS CITY,MO,64153,(816)464-2424,AP,09/14/2018
521,EXTENDED STAY AMERICA #522,11712 NW PLAZA CIRCLE DR,KANSAS CITY,MO,64153,(816)270-7829,AP,09/14/2018
1,DAYS INN,3805 SOUTH BALTIMORE,KIRKSVILLE,MO,63501,660-665-8244,AP,01/11/19
521,COURTYARD/RESIDENCE INN KANSAS CITY CONVENTION CENTER,1535 BALTIMORE,KANSAS CITY,MO,64108,816-221-7400,AP,09/07/18
213,WOODS RESORT (THE),2201 ROARK VALLEY ROAD,BRANSON,MO,65616,(417) 334-2324,AP,12/04/18
189,RED ROOF INN-BRIDGETON,3470 HOLLENBERG DR,BRIDGETON,MO,63044,314-255-2299,AP,01/11/19
521,MOTEL 6 #423,8230 NW PRAIRIE VIEW RD,KANSAS CITY,MO,64151,(816)741-6400,AP,09/28/2018
521,SOUTHMORELAND ON THE PLAZA,116 EAST 46TH ST,KANSAS CITY,MO,64112,(816)531-7979,AP,11/14/2018
521,MICROTEL INN & SUITES,11831 NW PLAZA CIRCLE,KANSAS CITY,MO,64153,816-270-1200,AP,09/12/18
213,HOLIDAY HILLS RESORT,2380 E HWY 76,BRANSON,MO,65616,417-334-4443,AP,01/11/19
193,MICROTEL OF STE GENEVIEVE,21958 HWY 32,STE GENEVIEVE,MO,63670,(573)883-8884,AP,12/04/18
169,ALL TOWNE SUITES,250 CARMEL VALLEY WAY,ST ROBERT,MO,65584,573-451-2600,AP,01/11/19
213,WOODS (THE) (BRANSON CABINS),2201 ROARK VALLEY ROAD,BRANSON,MO,65616,(417) 334-2324,AP,12/04/18
521,FAIRFIELD INN & SUITES,8101 N CHURCH RD,KANSAS CITY,MO,64158,(816)792-4000,AP,09/11/18
521,SURESTAY PLUS KANSAS CITY BY BEST WESTERN,7333 NE PARVIN RD,KANSAS CITY,MO,64117,(816)455-1060,AP,01/15/2019
95,HOLIDAY INN EXPRESS,417 E 13TH STREET,KANSAS CITY,MO,64106,,AP,01/15/2019
189,HAMPTON INN-WESTPORT,2454 OLD DORSETT RD,MARYLAND HEIGHTS,MO,63043,(314)298-7878,AP,01/18/2019
521,AMERISTAR CASINO HOTEL,3200 AMERISTAR DRIVE,KANSAS CITY,MO,64161,(816) 414-7000,AP,12/06/18
94,SILVER HEART INN,1114 SOUTH NOLAND ROAD,INDEPENDENCE,MO,64050,816-838-9508,AP,09/19/2018
521,HOLIDAY INN KCI AIRPORT,11728 NW AMBASSADOR DRIVE,KANSAS CITY,MO,64153,816-801-8400,AP,12/21/2018
55,EAGLEHURST RESORT,240 EAGLE HURST RD,STEELVILLE,MO,65565,(573)786-2625,AP,01/07/19
521,SHERATON SUITES,770 W 47TH STREET,KANSAS CITY,MO,64112,(816)931-4400,AP,09/11/18
521,BEST WESTERN COUNTRY INN,2633 NE 43RD STREET,KANSAS CITY,MO,64117,(816)459-7222,AP,09/13/2018
49,M&J'S MOTEL,4951 S.E. PP HWY,HOLT,MO,64048,816-320-3103,AP,12/04/18
29,OSAGE VILLAGE INN,4616 OSAGE BEACH PARKWAY,OSAGE BEACH,MO,65065,(573)348-5207,AP,12/04/18
521,ADAM'S MARK HOTEL,9103 E 39TH ST,KANSAS CITY,MO,64133,(816)737-0200,AP,09/28/2018
15,GRAND RIVER RESORT,11919 HWY 7,WARSAW,MO,65355,660-438-2741,AP,12/18/2018
55,RAFTING CO. (THE),95 MCCORMMICK,STEELVILLE,MO,65565,573-775-2628,AP,01/11/19
521,HOLIDAY MOTEL,5338 PROSPECT AVE,KANSAS CITY,MO,64130,(816)444-9095,AP,09/14/2018
521,ALADDIN HOLIDAY INN,1215 WYANDOTTE,KANSAS CITY,MO,64105,816-421-8888,AP,11/14/2018
117,CHILLICOTHE TRAVEL INN AND SUITES-DAYS INN,1020 S WASHINGTON,CHILLICOTHE,MO,64601,660-646-0572,AP,01/14/2019
193,SOUTHERN HOTEL,146 SOUTH 3RD ST,STE GENEVIEVE,MO,63670,(573) 883-3493,AP,01/03/19
521,HILTON PRESIDENT,1329 BALTIMORE,KANSAS CITY,MO,64105,816-221-9490,AP,10/09/18
94,QUEEN CITY KITCHENETTES,11601 E. US 24 HWY,INDEPENDENCE,MO,64052,816-252-8100,AP,09/13/2018
101,LACI'S COUNTRY INN,410 VAUGHAN,KNOB NOSTER,MO,65336,660-563-4005,AP,01/07/19
169,Z LOFT,127 VICKIE LYNN LANE,ST. ROBERTS,MO,65584,573-336-7829,AP,01/14/2019
521,HAMPTON INN,801 WALNUT,KANSAS CITY,MO,64106,816-747-9200,AP,10/04/18
179,WILDERNESS LODGE RESORT,2331 COUNTRY ROAD 342,LESTERVILLE,MO,63654,573-637-2295,AP,12/18/2018
107,SURE STAY HIGGINSVILLE,6683 S HWY 13,HIGGINSVILLE,MO,64037,660-584-3646,AP,12/18/2018
521,CANDLEWOOD SUITES,4450 N. RANDOLPH ROAD,KANSAS CITY,MO,64117,816-886-9311,AP,09/13/2018
521,ADMIRAL MOTEL,1409 ADMIRAL BLVD,KANSAS CITY,MO,64106,(816)842-7220,AP,01/03/19
189,MOTEL 6,1860 BOWLES AVENUE,FENTON,MO,63026,636-343-6200,AP,01/07/19
215,RUSTY GATE INN,103 N HWY 17,SUMMERSVILLE,MO,65571,417-270-1488,AP,01/07/19
521,HOME 2 SUITES KANSAS CITY DOWNTOWN,2001 MAIN STREET,KANSAS CITY,MO,64108,816-987-7300,AP,12/14/2018
77,BAYMONT INN AND SUITES,3343 E BATTLEFIELD,SPRINGFIELD,MO,65804,417-887-2323,AP,01/11/19
183,RESIDENCE INN,101 PROGRESS POINT COURT,O'FALLON,MO,63368,636-300-3535,AP,
183,FAIRFIELD INN,801 VETERANS MEMORIAL PARKWAY,ST CHARLES,MO,63303,(636) 946-1900,AP,01/14/2019
159,BUDGETHOST SUPER 7 MOTEL,5650 S LIMIT AVE,SEDALIA,MO,65301,(660)827-0215,AP,01/28/2019
189,RESIDENCE INN GALLERIA,8011 GALLERIA PKWY,RICHMOND HEIGHTS,MO,63117,(314)862-1900,AP,01/25/2019
189,SHERATON WESTPORT PLAZA HOTEL,900 WESTPORT PLAZA,MARYLAND HEIGHTS,MO,63146,(314) 434-5010,AP,12/10/18
521,KANSAS CITY AIRPORT MARRIOTT HOTEL,775 BRASILIA AVENUE,KANSAS CITY,MO,64153,816-464-2200,AP,09/21/2018
213,RADISSON HOTEL BRANSON,120 S. WILDWOOD DR,BRANSON,MO,65616,(417)335-5767,AP,01/25/2019
521,LA QUINTA INN & SUITES KANSAS CITY,6901 NW 83RD ST,KANSAS CITY,MO,64152,816-587-6262,AP,
94,SUPER 8 MOTEL,4032 S LYNN COURT DR.,INDEPENDENCE,MO,64055,(816)833-1888,AP,09/14/2018
521,RAPHAEL HOTEL,325 WARD PARKWAY,KANSAS CITY,MO,64112,(816)756-3800,AP,09/10/18
521,SUPER INN,1600 N E PARVIN RD,KANSAS CITY,MO,64116,(816)453-5210,AP,11/01/18
521,COMFORT SUITES,8200 N CHURCH ROAD,KANSAS CITY,MO,64158,816-781-7273,AP,12/18/2018
189,SHERATON WESTPORT CHALET HOTEL,191 WESTPORT PLAZA,MARYLAND HEIGHTS,MO,63146,(314) 212-2151,AP,12/10/18
521,AMERICA'S BEST VALUE INN & SUITES,11801 BLUE RIDGE BLVD,KANSAS CITY,MO,64134,(816)765-1888,AP,10/01/18
510,MARK TWAIN HOTEL,,ST LOUIS,MO,63116,(314) 231-9110,AP,11/30/2018
521,FOUR POINTS BY SHERATON KANSAS CITY SPORTS COMPLEX,4011 BLUE RIDGE CUTOFF,KANSAS CITY,MO,64133,(816)353-5300,AP,01/03/19
29,REGALIA HOTEL& CONFERENCE CENTER,250 RACQUET CLUB DRIVE,LAKE OZARK,MO,65049,573-723-3000,AP,09/04/18
521,RELAX INN,6300 E  BLUE PARKWAY,KANSAS CITY,MO,64129,816-923-3892,AP,09/07/18
213,FAMILY INN,208 OLD COUNTY RD,BRANSON,MO,65616,417-334-2113,AP,12/06/18
521,SLEEP INN,7611 NW 97TH TERRACE,KANSAS CITY,MO,64153,(816)891-0111,AP,09/07/18
33,LA BELLA MOTEL,11 E 7TH STREET,CARROLTON,MO,64633,660-322-6040,AP,12/18/2018
